id,card_brand,card_type,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web,pin_age,expire_year,account_age,multi_card_client,limit_category
1883,Visa,Debit (Prepaid),no,2,94,02/2020,2020,no,6,2020,6,yes,low
4362,Mastercard,Debit,yes,2,1669,08/2011,2016,no,10,2022,4,yes,medium
83,Visa,Debit,yes,1,16717,01/2005,2006,no,20,2024,2,no,premium
100,Mastercard,Debit,yes,2,14133,01/2006,2010,no,16,2021,5,yes,premium
3985,Visa,Debit,yes,2,13029,07/2011,2011,no,15,2022,4,yes,premium
1608,Mastercard,Debit,yes,2,11624,02/2020,2020,no,6,2024,2,yes,premium
4285,Amex,Credit,yes,2,5900,08/2009,2010,no,16,2010,16,yes,high
2221,Mastercard,Debit (Prepaid),yes,1,10,03/2009,2011,no,15,2024,2,no,low
5888,Mastercard,Debit,yes,2,42074,12/2007,2010,no,16,2020,6,yes,premium
4573,Amex,Credit,yes,2,19400,09/2005,2013,no,13,2021,5,yes,premium
3362,Visa,Debit,yes,1,27091,06/2007,2018,no,8,2020,6,no,premium
3387,Mastercard,Debit (Prepaid),yes,1,76,06/2008,2014,no,12,2020,6,no,low
3693,Mastercard,Debit,yes,1,16340,07/2003,2009,no,17,2021,5,no,premium
4462,Mastercard,Credit,no,1,4300,08/2017,2017,no,9,2017,9,no,medium
2261,Visa,Credit,yes,1,17100,03/2010,2011,no,15,2021,5,no,premium
6108,Mastercard,Debit (Prepaid),yes,1,57,12/2015,2015,no,11,2020,6,no,low
5046,Discover,Credit,yes,1,11200,10/2006,2006,no,20,2023,3,no,premium
5825,Amex,Credit,yes,1,5900,12/2005,2011,no,15,2021,5,no,high
1446,Discover,Credit,yes,2,8200,02/2020,2020,no,6,2021,5,yes,high
6041,Mastercard,Credit,yes,1,11200,12/2011,2016,no,10,2023,3,no,premium
1609,Mastercard,Debit,yes,2,9641,02/2020,2020,no,6,2020,6,yes,high
23,Visa,Credit,yes,1,7500,01/2001,2017,no,9,2008,18,no,high
2928,Mastercard,Debit,yes,2,9725,05/2007,2012,no,14,2023,3,yes,high
2004,Mastercard,Debit,no,1,713,03/1997,2008,no,18,1997,29,no,low
3183,Visa,Credit,yes,2,0,05/2016,2016,no,10,2023,3,yes,low
5081,Mastercard,Debit,yes,1,10824,10/2007,2015,no,11,2012,14,no,premium
3157,Visa,Debit,yes,1,54768,05/2014,2014,no,12,2015,11,no,premium
4176,Mastercard,Debit,yes,1,36982,08/2006,2009,no,17,2015,11,no,premium
70,Mastercard,Credit,yes,2,19500,01/2005,2010,no,16,2012,14,yes,premium
5082,Mastercard,Debit,yes,1,43863,10/2007,2012,no,14,2020,6,no,premium
5152,Mastercard,Debit,yes,2,27050,10/2009,2018,no,8,2023,3,yes,premium
4635,Mastercard,Debit,yes,2,33468,09/2007,2010,no,16,2020,6,yes,premium
3675,Mastercard,Credit,yes,1,10700,07/2002,2013,no,13,2024,2,no,premium
271,Mastercard,Debit (Prepaid),yes,2,35,01/2011,2011,no,15,2024,2,yes,low
5024,Mastercard,Debit,yes,1,9358,10/2005,2015,no,11,2022,4,no,high
4577,Mastercard,Debit,yes,1,13425,09/2005,2015,no,11,2024,2,no,premium
5407,Mastercard,Debit,no,1,24213,11/2004,2009,no,17,2020,6,no,premium
3788,Visa,Debit,no,2,14911,07/2006,2014,no,12,2020,6,yes,premium
4719,Mastercard,Credit,yes,1,10800,09/2009,2011,no,15,2019,7,no,premium
142,Visa,Credit,yes,2,13200,01/2007,2007,no,19,2022,4,yes,premium
2685,Visa,Debit,yes,1,12628,04/2011,2012,no,14,2023,3,no,premium
4820,Visa,Debit,yes,1,16642,09/2011,2011,no,15,2016,10,no,premium
3054,Mastercard,Debit,yes,1,13013,05/2010,2012,no,14,2020,6,no,premium
3314,Mastercard,Credit,yes,2,10400,06/2006,2006,no,20,2020,6,yes,premium
4959,Visa,Credit,yes,2,12500,10/2001,2011,no,15,2024,2,yes,premium
5889,Mastercard,Debit,yes,3,8889,12/2007,2013,no,13,2023,3,yes,high
2102,Amex,Credit,yes,1,19000,03/2006,2011,no,15,2024,2,no,premium
2471,Visa,Debit,no,1,12370,04/2004,2008,no,18,2021,5,no,premium
6098,Discover,Credit,yes,2,9000,12/2014,2014,no,12,2020,6,yes,high
1610,Mastercard,Debit,yes,1,5284,02/2020,2020,no,6,2021,5,no,high
6042,Mastercard,Debit (Prepaid),yes,2,50,12/2011,2011,no,15,2022,4,yes,low
3190,Mastercard,Credit,yes,2,2300,05/2017,2017,no,9,2024,2,yes,medium
1019,Mastercard,Debit,yes,1,20022,02/2003,2014,no,12,2022,4,no,premium
573,Mastercard,Debit,yes,1,14820,01/2020,2020,no,6,2020,6,no,premium
5438,Visa,Credit,yes,2,6900,11/2005,2013,no,13,2023,3,yes,high
1334,Amex,Credit,yes,2,5200,02/2014,2014,no,12,2021,5,yes,high
4604,Mastercard,Debit (Prepaid),yes,1,64,09/2006,2010,no,16,2016,10,no,low
2827,Mastercard,Debit,yes,2,8165,05/2002,2009,no,17,2020,6,yes,high
1316,Mastercard,Debit,yes,2,16799,02/2013,2013,no,13,2020,6,yes,premium
1408,Amex,Credit,yes,2,13800,02/2020,2020,no,6,2024,2,yes,premium
1884,Visa,Debit,yes,1,20826,02/2020,2020,no,6,2020,6,no,premium
430,Discover,Credit,yes,2,20700,01/2020,2020,no,6,2020,6,yes,premium
2249,Mastercard,Debit,yes,2,15813,03/2010,2011,no,15,2023,3,yes,premium
574,Mastercard,Debit (Prepaid),yes,2,41,01/2020,2020,no,6,2020,6,yes,low
3549,Mastercard,Credit,yes,2,8000,06/2012,2012,no,14,2022,4,yes,high
3598,Visa,Credit,yes,2,6600,06/2015,2015,no,11,2021,5,yes,high
4775,Mastercard,Debit,yes,2,15149,09/2010,2010,no,16,2022,4,yes,premium
3095,Mastercard,Credit,yes,1,10100,05/2011,2016,no,10,2017,9,no,premium
2902,Mastercard,Debit,yes,2,14720,05/2006,2014,no,12,2023,3,yes,premium
5394,Visa,Debit (Prepaid),yes,1,28,11/2003,2018,no,8,2023,3,no,low
3589,Mastercard,Credit,yes,2,3600,06/2015,2015,no,11,2019,7,yes,medium
5116,Mastercard,Debit (Prepaid),yes,1,47,10/2008,2016,no,10,2022,4,no,low
3163,Mastercard,Debit,yes,1,10179,05/2015,2015,no,11,2024,2,no,premium
3868,Visa,Credit,yes,2,10600,07/2008,2014,no,12,2020,6,yes,premium
2903,Mastercard,Debit,yes,2,14716,05/2006,2012,no,14,2007,19,yes,premium
2370,Amex,Credit,yes,2,12600,03/2018,2018,no,8,2020,6,yes,premium
4866,Visa,Debit (Prepaid),yes,1,96,09/2013,2013,no,13,2017,9,no,low
5606,Mastercard,Debit (Prepaid),yes,1,73,11/2010,2010,no,16,2020,6,no,low
4040,Visa,Credit,yes,1,6500,07/2015,2015,no,11,2021,5,no,high
3878,Amex,Credit,yes,2,9300,07/2009,2009,no,17,2023,3,yes,high
51,Mastercard,Debit,no,2,8970,01/2004,2010,no,16,2023,3,yes,high
5800,Visa,Credit,yes,1,11700,12/2003,2013,no,13,2023,3,no,premium
5932,Mastercard,Debit,yes,1,2841,12/2008,2013,no,13,2021,5,no,medium
4636,Mastercard,Debit,yes,1,46621,09/2007,2010,no,16,2021,5,no,premium
4619,Visa,Debit,yes,2,62855,09/2006,2006,no,20,2006,20,yes,premium
4821,Visa,Debit,yes,1,46521,09/2011,2012,no,14,2014,12,no,premium
4562,Visa,Credit,yes,2,4100,09/2004,2010,no,16,2008,18,yes,medium
3474,Mastercard,Credit,yes,1,9200,06/2010,2010,no,16,2020,6,no,high
3888,Mastercard,Credit,yes,2,2800,07/2009,2010,no,16,2020,6,yes,medium
6135,Amex,Credit,yes,2,4200,12/2018,2018,no,8,2024,2,yes,medium
575,Mastercard,Debit,yes,2,21794,01/2020,2020,no,6,2022,4,yes,premium
4204,Mastercard,Debit (Prepaid),yes,1,58,08/2007,2009,no,17,2015,11,no,low
1176,Mastercard,Credit,yes,1,11400,02/2009,2014,no,12,2021,5,no,premium
2618,Visa,Debit,yes,2,15781,04/2009,2015,no,11,2016,10,yes,premium
5416,Visa,Debit,yes,1,26906,11/2004,2016,no,10,2023,3,no,premium
5890,Mastercard,Debit,yes,2,10228,12/2007,2014,no,12,2024,2,yes,premium
2694,Mastercard,Debit (Prepaid),yes,2,74,04/2012,2012,no,14,2023,3,yes,low
2427,Discover,Credit,yes,1,12600,04/2002,2010,no,16,2020,6,no,premium
3282,Visa,Credit,yes,2,7600,06/2004,2010,no,16,2019,7,yes,high
5547,Visa,Debit,yes,1,33080,11/2008,2008,no,18,2024,2,no,premium
386,Visa,Debit,no,1,17954,01/2019,2019,no,7,2020,6,no,premium
272,Mastercard,Debit,yes,1,19238,01/2011,2011,no,15,2023,3,no,premium
5083,Mastercard,Debit,yes,2,14912,10/2007,2009,no,17,2023,3,yes,premium
2222,Mastercard,Debit,yes,2,5258,03/2009,2013,no,13,2015,11,yes,high
5173,Visa,Credit,yes,1,11300,10/2009,2011,no,15,2020,6,no,premium
3710,Mastercard,Debit,yes,1,24455,07/2004,2014,no,12,2022,4,no,premium
5527,Mastercard,Debit,yes,2,463,11/2008,2010,no,16,2016,10,yes,low
3447,Visa,Debit,yes,2,5511,06/2009,2012,no,14,2010,16,yes,high
4448,Mastercard,Debit,yes,2,20097,08/2015,2015,no,11,2020,6,yes,premium
834,Visa,Debit,yes,2,14200,01/2020,2020,no,6,2021,5,yes,premium
1611,Mastercard,Debit,yes,1,16415,02/2020,2020,no,6,2024,2,no,premium
1612,Mastercard,Debit,yes,2,1926,02/2020,2020,no,6,2020,6,yes,medium
1050,Mastercard,Credit,no,1,11000,02/2005,2013,no,13,2020,6,no,premium
4074,Amex,Credit,yes,2,5700,07/2019,2019,no,7,2024,2,yes,high
1194,Visa,Debit,yes,1,26024,02/2009,2013,no,13,2019,7,no,premium
5063,Visa,Debit,yes,2,4599,10/2006,2013,no,13,2024,2,yes,medium
5408,Mastercard,Debit,yes,2,8522,11/2004,2015,no,11,2020,6,yes,high
4563,Visa,Debit,yes,2,45854,09/2004,2013,no,13,2023,3,yes,premium
5891,Mastercard,Debit,yes,1,38194,12/2007,2012,no,14,2024,2,no,premium
2929,Mastercard,Debit,yes,1,51051,05/2007,2012,no,14,2022,4,no,premium
5409,Mastercard,Credit,no,1,30800,11/2004,2007,no,19,2020,6,no,premium
4872,Mastercard,Credit,yes,2,23400,09/2014,2014,no,12,2023,3,yes,premium
3388,Mastercard,Credit,yes,2,24800,06/2008,2013,no,13,2022,4,yes,premium
5607,Mastercard,Debit (Prepaid),yes,1,48,11/2010,2012,no,14,2023,3,no,low
4670,Mastercard,Credit,yes,2,8700,09/2008,2011,no,15,2024,2,yes,high
2764,Visa,Credit,yes,2,5900,04/2016,2016,no,10,2022,4,yes,high
5608,Mastercard,Debit,yes,2,5059,11/2010,2010,no,16,2021,5,yes,high
5050,Mastercard,Debit,yes,2,22446,10/2006,2012,no,14,2021,5,yes,premium
4251,Mastercard,Debit,yes,1,48754,08/2008,2013,no,13,2023,3,no,premium
3498,Visa,Credit,yes,1,9300,06/2010,2010,no,16,2023,3,no,high
2015,Visa,Debit,yes,2,15265,03/2000,2009,no,17,2022,4,yes,premium
400,Amex,Credit,yes,2,12500,01/2020,2020,no,6,2022,4,yes,premium
5683,Mastercard,Debit,yes,1,28805,11/2013,2013,no,13,2015,11,no,premium
1009,Amex,Credit,yes,1,9800,02/2003,2013,no,13,2003,23,no,high
3850,Mastercard,Credit,yes,1,11600,07/2008,2012,no,14,2012,14,no,premium
5382,Mastercard,Debit,yes,2,26501,11/2002,2019,no,7,2023,3,yes,premium
3475,Mastercard,Debit,no,2,11121,06/2010,2013,no,13,2020,6,yes,premium
1087,Mastercard,Debit,yes,2,2352,02/2006,2012,no,14,2021,5,yes,medium
576,Mastercard,Debit,yes,1,62317,01/2020,2020,no,6,2020,6,no,premium
401,Amex,Credit,yes,2,16400,01/2020,2020,no,6,2020,6,yes,premium
4798,Visa,Debit (Prepaid),no,2,65,09/2010,2011,no,15,2023,3,yes,low
2785,Visa,Debit (Prepaid),yes,1,63,04/2018,2018,no,8,2020,6,no,low
4911,Mastercard,Debit (Prepaid),no,1,69,09/2017,2017,no,9,2020,6,no,low
5395,Visa,Credit,yes,2,36900,11/2003,2014,no,12,2003,23,yes,premium
4300,Visa,Debit,yes,2,10875,08/2009,2020,no,6,2024,2,yes,premium
999,Mastercard,Debit (Prepaid),yes,2,65,02/2002,2008,no,18,2024,2,yes,low
3735,Mastercard,Debit (Prepaid),yes,2,76,07/2005,2010,no,16,2023,3,yes,low
577,Mastercard,Debit,yes,2,15781,01/2020,2020,no,6,2024,2,yes,premium
2232,Visa,Debit,yes,1,22227,03/2009,2010,no,16,2019,7,no,premium
1613,Mastercard,Debit,yes,2,4924,02/2020,2020,no,6,2020,6,yes,medium
3161,Discover,Credit,yes,1,6300,05/2015,2015,no,11,2020,6,no,high
4205,Mastercard,Credit,no,1,8000,08/2007,2020,no,6,2024,2,no,high
835,Visa,Debit,no,1,18432,01/2020,2020,no,6,2020,6,no,premium
1390,Mastercard,Debit (Prepaid),yes,2,86,02/2019,2019,no,7,2020,6,yes,low
4363,Mastercard,Debit,yes,2,11666,08/2011,2011,no,15,2020,6,yes,premium
1409,Amex,Credit,yes,1,22900,02/2020,2020,no,6,2020,6,no,premium
5892,Mastercard,Credit,yes,1,7800,12/2007,2007,no,19,2021,5,no,high
2183,Mastercard,Debit,yes,1,10462,03/2008,2015,no,11,2023,3,no,premium
3964,Amex,Credit,yes,2,11000,07/2011,2011,no,15,2012,14,yes,premium
2335,Visa,Debit,yes,1,16927,03/2014,2014,no,12,2023,3,no,premium
2550,Visa,Debit (Prepaid),yes,2,96,04/2007,2015,no,11,2015,11,yes,low
5238,Mastercard,Debit (Prepaid),yes,1,95,10/2011,2011,no,15,2021,5,no,low
5462,Mastercard,Credit,yes,2,2400,11/2006,2010,no,16,2023,3,yes,medium
2250,Mastercard,Debit,yes,1,12127,03/2010,2010,no,16,2023,3,no,premium
5463,Mastercard,Credit,yes,1,18400,11/2006,2014,no,12,2020,6,no,premium
1000,Mastercard,Debit,yes,1,8273,02/2002,2009,no,17,2024,2,no,high
3789,Visa,Debit,yes,2,16641,07/2006,2014,no,12,2022,4,yes,premium
2392,Visa,Credit,yes,1,10300,04/1993,2013,no,13,2022,4,no,premium
4109,Mastercard,Debit,no,2,13841,08/2002,2010,no,16,2020,6,yes,premium
2458,Mastercard,Debit,yes,2,2054,04/2004,2015,no,11,2024,2,yes,medium
5098,Visa,Credit,yes,2,5100,10/2007,2011,no,15,2022,4,yes,high
3519,Mastercard,Debit,no,1,22172,06/2011,2016,no,10,2016,10,no,premium
2429,Mastercard,Debit,yes,1,17749,04/2002,2011,no,15,2023,3,no,premium
2472,Visa,Credit,yes,1,12700,04/2004,2011,no,15,2021,5,no,premium
1447,Discover,Credit,yes,2,11100,02/2020,2020,no,6,2020,6,yes,premium
3581,Mastercard,Debit,no,2,16923,06/2014,2014,no,12,2024,2,yes,premium
3267,Amex,Credit,yes,1,14800,06/2004,2010,no,16,2020,6,no,premium
4620,Visa,Debit (Prepaid),yes,1,49,09/2006,2011,no,15,2009,17,no,low
1410,Amex,Credit,yes,1,19000,02/2020,2020,no,6,2020,6,no,premium
1614,Mastercard,Debit,yes,2,22067,02/2020,2020,no,6,2022,4,yes,premium
1885,Visa,Credit,yes,2,11500,02/2020,2020,no,6,2023,3,yes,premium
1159,Visa,Debit,yes,2,19017,02/2008,2012,no,14,2012,14,yes,premium
4637,Mastercard,Debit,yes,2,13863,09/2007,2014,no,12,2023,3,yes,premium
3341,Discover,Credit,yes,2,400,06/2007,2010,no,16,2008,18,yes,low
2795,Visa,Credit,yes,2,5100,05/1997,2010,no,16,2006,20,yes,high
5410,Mastercard,Debit,yes,1,17620,11/2004,2011,no,15,2024,2,no,premium
5732,Mastercard,Debit,yes,2,23572,11/2017,2017,no,9,2018,8,yes,premium
3019,Visa,Debit,yes,2,20773,05/2009,2011,no,15,2023,3,yes,premium
1249,Visa,Debit,yes,2,25124,02/2010,2010,no,16,2012,14,yes,premium
2402,Mastercard,Debit,yes,1,19465,04/1998,2012,no,14,2023,3,no,premium
4380,Visa,Credit,yes,1,14100,08/2011,2013,no,13,2021,5,no,premium
3307,Visa,Debit (Prepaid),yes,2,32,06/2005,2012,no,14,2022,4,yes,low
5153,Mastercard,Debit,yes,2,16109,10/2009,2009,no,17,2024,2,yes,premium
4172,Discover,Credit,yes,1,8100,08/2006,2008,no,18,2010,16,no,high
4141,Visa,Debit,yes,2,16454,08/2004,2010,no,16,2024,2,yes,premium
2223,Mastercard,Credit,yes,2,7300,03/2009,2010,no,16,2024,2,yes,high
2459,Mastercard,Debit (Prepaid),no,2,46,04/2004,2010,no,16,2020,6,yes,low
2275,Mastercard,Credit,yes,2,22200,03/2011,2011,no,15,2022,4,yes,premium
4236,Amex,Credit,yes,1,26900,08/2008,2009,no,17,2024,2,no,premium
5227,Amex,Credit,yes,2,8700,10/2011,2013,no,13,2023,3,yes,high
5788,Amex,Credit,yes,2,4000,12/2003,2006,no,20,2022,4,yes,medium
5893,Mastercard,Credit,yes,1,7200,12/2007,2012,no,14,2020,6,no,high
5033,Visa,Debit,no,2,14362,10/2005,2006,no,20,2022,4,yes,premium
1301,Mastercard,Debit,yes,2,20060,02/2012,2012,no,14,2023,3,yes,premium
1126,Visa,Debit,yes,2,17309,02/2007,2010,no,16,2022,4,yes,premium
2460,Mastercard,Debit,yes,1,38354,04/2004,2010,no,16,2022,4,no,premium
3805,Mastercard,Debit,yes,2,49107,07/2007,2011,no,15,2023,3,yes,premium
5470,Visa,Debit,yes,1,8468,11/2006,2010,no,16,2020,6,no,high
4534,Mastercard,Debit,yes,1,28877,09/2003,2017,no,9,2024,2,no,premium
5252,Visa,Debit,yes,1,33713,10/2011,2011,no,15,2020,6,no,premium
5983,Visa,Credit,yes,1,25600,12/2009,2009,no,17,2020,6,no,premium
5993,Discover,Credit,yes,1,9100,12/2010,2013,no,13,2020,6,no,high
1160,Visa,Debit,no,2,793,02/2008,2008,no,18,2023,3,yes,low
5439,Visa,Credit,yes,2,4200,11/2005,2011,no,15,2022,4,yes,medium
2417,Mastercard,Credit,yes,2,9900,04/2001,2007,no,19,2023,3,yes,high
5383,Visa,Debit,yes,1,15082,11/2002,2006,no,20,2022,4,no,premium
2631,Discover,Credit,yes,1,13100,04/2010,2013,no,13,2023,3,no,premium
5025,Mastercard,Debit,yes,2,1385,10/2005,2012,no,14,2022,4,yes,medium
1051,Mastercard,Debit,yes,2,26506,02/2005,2008,no,18,2022,4,yes,premium
3055,Mastercard,Debit,no,1,10488,05/2010,2010,no,16,2014,12,no,premium
578,Mastercard,Credit,yes,2,7000,01/2020,2020,no,6,2022,4,yes,high
4035,Mastercard,Debit (Prepaid),yes,1,61,07/2015,2015,no,11,2024,2,no,low
4131,Mastercard,Debit,yes,2,8923,08/2004,2014,no,12,2021,5,yes,high
3191,Mastercard,Debit,yes,2,29474,05/2017,2017,no,9,2020,6,yes,premium
5194,Mastercard,Debit,yes,2,25612,10/2010,2010,no,16,2017,9,yes,premium
247,Visa,Credit,yes,2,12700,01/2010,2010,no,16,2023,3,yes,premium
5471,Visa,Debit,no,2,9781,11/2006,2014,no,12,2021,5,yes,high
1886,Visa,Credit,yes,2,12900,02/2020,2020,no,6,2021,5,yes,premium
836,Visa,Debit,yes,1,20582,01/2020,2020,no,6,2022,4,no,premium
1026,Visa,Debit,yes,1,9998,02/2003,2010,no,16,2023,3,no,high
1270,Mastercard,Debit,yes,1,11664,02/2011,2011,no,15,2022,4,no,premium
837,Visa,Debit,yes,2,27813,01/2020,2020,no,6,2024,2,yes,premium
579,Mastercard,Credit,yes,2,11700,01/2020,2020,no,6,2020,6,yes,premium
580,Mastercard,Debit,yes,1,19286,01/2020,2020,no,6,2020,6,no,premium
581,Mastercard,Debit,yes,1,22868,01/2020,2020,no,6,2023,3,no,premium
5396,Visa,Credit,yes,1,15400,11/2003,2009,no,17,2018,8,no,premium
273,Mastercard,Debit,yes,2,26534,01/2011,2011,no,15,2024,2,yes,premium
3726,Amex,Credit,yes,2,11100,07/2005,2012,no,14,2011,15,yes,premium
5117,Mastercard,Debit,yes,3,7446,10/2008,2015,no,11,2020,6,yes,high
2047,Mastercard,Debit,no,2,12607,03/2003,2015,no,11,2020,6,yes,premium
2224,Mastercard,Debit,yes,2,1053,03/2009,2011,no,15,2024,2,yes,medium
3986,Visa,Debit,yes,1,24424,07/2011,2011,no,15,2021,5,no,premium
3645,Visa,Debit,yes,2,22330,06/2019,2019,no,7,2022,4,yes,premium
336,Visa,Debit,yes,2,32659,01/2014,2014,no,12,2024,2,yes,premium
1615,Mastercard,Debit,yes,1,8822,02/2020,2020,no,6,2021,5,no,high
1887,Visa,Debit,yes,1,3549,02/2020,2020,no,6,2020,6,no,medium
4068,Mastercard,Debit,yes,1,14939,07/2018,2018,no,8,2018,8,no,premium
1391,Mastercard,Debit (Prepaid),yes,2,56,02/2019,2019,no,7,2021,5,yes,low
1001,Mastercard,Credit,yes,2,8800,02/2002,2013,no,13,2021,5,yes,high
3658,Visa,Credit,yes,1,9300,07/2000,2008,no,18,2020,6,no,high
5195,Mastercard,Credit,yes,1,6800,10/2010,2010,no,16,2021,5,no,high
2087,Mastercard,Debit,yes,2,12210,03/2005,2009,no,17,2020,6,yes,premium
1145,Mastercard,Debit,yes,2,6397,02/2008,2015,no,11,2020,6,yes,high
5084,Mastercard,Debit (Prepaid),yes,1,92,10/2007,2007,no,19,2024,2,no,low
2737,Visa,Debit,yes,1,23053,04/2014,2014,no,12,2016,10,no,premium
5945,Visa,Credit,yes,1,14900,12/2008,2011,no,15,2024,2,no,premium
2461,Mastercard,Debit,yes,2,27046,04/2004,2015,no,11,2021,5,yes,premium
4032,Amex,Credit,no,1,2900,07/2015,2015,no,11,2024,2,no,medium
582,Mastercard,Debit,yes,1,10427,01/2020,2020,no,6,2022,4,no,premium
1616,Mastercard,Debit,yes,1,8163,02/2020,2020,no,6,2020,6,no,high
1888,Visa,Debit,yes,2,26599,02/2020,2020,no,6,2021,5,yes,premium
1617,Mastercard,Credit,yes,2,3600,02/2020,2020,no,6,2024,2,yes,medium
583,Mastercard,Debit (Prepaid),yes,2,68,01/2020,2020,no,6,2021,5,yes,low
1618,Mastercard,Debit,yes,1,37661,02/2020,2020,no,6,2020,6,no,premium
1889,Visa,Credit,yes,1,21400,02/2020,2020,no,6,2024,2,no,premium
1619,Mastercard,Debit,yes,2,31271,02/2020,2020,no,6,2022,4,yes,premium
5007,Mastercard,Credit,yes,1,20800,10/2004,2007,no,19,2011,15,no,premium
4511,Mastercard,Credit,yes,2,9000,09/2001,2010,no,16,2020,6,yes,high
4928,Mastercard,Credit,no,1,13100,10/1996,2012,no,14,2024,2,no,premium
3108,Visa,Debit,no,2,23636,05/2011,2013,no,13,2023,3,yes,premium
3647,Amex,Credit,yes,1,8200,07/1998,2013,no,13,2022,4,no,high
305,Visa,Credit,yes,1,6900,01/2012,2012,no,14,2023,3,no,high
3177,Mastercard,Debit,yes,2,13689,05/2016,2016,no,10,2022,4,yes,premium
584,Mastercard,Debit,yes,2,5836,01/2020,2020,no,6,2020,6,yes,high
4638,Mastercard,Credit,no,1,12300,09/2007,2008,no,18,2024,2,no,premium
5196,Mastercard,Credit,yes,1,7900,10/2010,2010,no,16,2011,15,no,high
4591,Visa,Credit,yes,1,13500,09/2005,2013,no,13,2021,5,no,premium
101,Mastercard,Debit (Prepaid),yes,1,41,01/2006,2010,no,16,2024,2,no,low
838,Visa,Credit,yes,1,16400,01/2020,2020,no,6,2022,4,no,premium
2984,Visa,Debit,yes,2,16293,05/2008,2009,no,17,2023,3,yes,premium
4036,Mastercard,Credit,yes,2,14300,07/2015,2015,no,11,2024,2,yes,premium
3800,Amex,Credit,yes,1,21200,07/2007,2011,no,15,2024,2,no,premium
3128,Visa,Debit,yes,1,11068,05/2012,2012,no,14,2021,5,no,premium
585,Mastercard,Debit,no,1,14835,01/2020,2020,no,6,2021,5,no,premium
5804,Amex,Credit,no,2,9300,12/2004,2014,no,12,2022,4,yes,high
1286,Visa,Credit,yes,1,9400,02/2011,2011,no,15,2020,6,no,high
4132,Mastercard,Debit,yes,1,12566,08/2004,2015,no,11,2022,4,no,premium
3131,Discover,Credit,yes,2,4100,05/2013,2013,no,13,2020,6,yes,medium
5609,Mastercard,Credit,yes,2,7400,11/2010,2012,no,14,2018,8,yes,high
5064,Visa,Credit,yes,2,4200,10/2006,2011,no,15,2021,5,yes,medium
5933,Mastercard,Debit,yes,1,14388,12/2008,2015,no,11,2022,4,no,premium
4177,Mastercard,Debit (Prepaid),yes,1,63,08/2006,2014,no,12,2020,6,no,low
2484,Mastercard,Credit,yes,2,8100,04/2005,2008,no,18,2020,6,yes,high
3113,Amex,Credit,yes,2,10000,05/2012,2012,no,14,2024,2,yes,premium
2758,Discover,Credit,yes,2,8700,04/2016,2016,no,10,2024,2,yes,high
3889,Mastercard,Debit,no,2,11900,07/2009,2010,no,16,2023,3,yes,premium
4776,Mastercard,Credit,yes,1,5700,09/2010,2015,no,11,2023,3,no,high
1348,Visa,Credit,yes,2,3400,02/2014,2014,no,12,2022,4,yes,medium
4657,Discover,Credit,yes,2,5300,09/2008,2011,no,15,2023,3,yes,high
4933,Mastercard,Debit,yes,1,16082,10/1998,2010,no,16,2023,3,no,premium
3315,Mastercard,Debit,yes,1,21552,06/2006,2006,no,20,2020,6,no,premium
5708,Mastercard,Debit,yes,1,29037,11/2015,2015,no,11,2022,4,no,premium
2881,Mastercard,Debit,yes,2,19107,05/2005,2005,no,21,2006,20,yes,premium
5051,Mastercard,Debit,yes,2,26562,10/2006,2008,no,18,2012,14,yes,premium
4503,Discover,Credit,yes,1,9800,09/2000,2011,no,15,2020,6,no,high
839,Visa,Credit,yes,2,13000,01/2020,2020,no,6,2023,3,yes,premium
586,Mastercard,Debit,yes,2,14733,01/2020,2020,no,6,2020,6,yes,premium
1620,Mastercard,Debit,yes,2,7476,02/2020,2020,no,6,2020,6,yes,high
587,Mastercard,Debit (Prepaid),yes,2,60,01/2020,2020,no,6,2024,2,yes,low
2088,Mastercard,Debit,yes,2,29471,03/2005,2011,no,15,2019,7,yes,premium
2496,Visa,Credit,yes,1,17700,04/2005,2010,no,16,2014,12,no,premium
3851,Mastercard,Debit,yes,2,11969,07/2008,2008,no,18,2023,3,yes,premium
3363,Visa,Debit,yes,2,7946,06/2007,2014,no,12,2022,4,yes,high
4621,Visa,Debit (Prepaid),yes,1,41,09/2006,2017,no,9,2011,15,no,low
4989,Mastercard,Debit,yes,1,12873,10/2003,2008,no,18,2023,3,no,premium
2462,Mastercard,Debit,yes,1,17629,04/2004,2012,no,14,2023,3,no,premium
588,Mastercard,Debit,yes,1,6497,01/2020,2020,no,6,2024,2,no,high
589,Mastercard,Debit (Prepaid),yes,1,67,01/2020,2020,no,6,2021,5,no,low
5309,Visa,Credit,yes,1,3300,10/2015,2015,no,11,2021,5,no,medium
2513,Visa,Debit (Prepaid),yes,2,85,04/2006,2010,no,16,2022,4,yes,low
1088,Mastercard,Debit (Prepaid),no,1,39,02/2006,2006,no,20,2020,6,no,low
5290,Mastercard,Debit,yes,1,26162,10/2014,2014,no,12,2023,3,no,premium
2686,Visa,Credit,yes,1,13700,04/2011,2014,no,12,2024,2,no,premium
2619,Visa,Debit,yes,2,31504,04/2009,2014,no,12,2022,4,yes,premium
4178,Mastercard,Debit,yes,2,9010,08/2006,2007,no,19,2009,17,yes,high
3164,Mastercard,Debit,yes,1,64059,05/2015,2015,no,11,2024,2,no,premium
